Filename,Marathi Translation
common_voice_hi_23937110.mp3,त्या शांततेत लोक रंगीबेरंगी कपडे घालतात
common_voice_hi_23937111.mp3,"हे खरे लोक आहेत, लालू याडो"
common_voice_hi_23937112.mp3,म्हणूनच आपण मुलगी आहात
common_voice_hi_23937113.mp3,टेबलचे टेबल कोण असेल? अलाया बड्या सिद्ध मूर्ख
common_voice_hi_23937536.mp3,आपण कल्पना करण्यास सक्षम असाल
common_voice_hi_23937537.mp3,मद्यधुंदी मध्ये महकिन्सी राहाई कोट
common_voice_hi_23937538.mp3,बेकरी कोठे आहे
common_voice_hi_23937539.mp3,"एक आदियाने बादल दी हे माचलचे भाग्य होते, किशोरवयीन इंटाध्या अमेरिकेत आले."
common_voice_hi_23937540.mp3,पहिल्यांदा कॅबिनेट विश्वा परीकर आणि सुरेस पर्गो मट्या मंडलमध्ये समाले असतील
common_voice_hi_23937551.mp3,बाई मधील एक वर पुढील दोन दिवसांचा पुन्हा सतर्क होईल
common_voice_hi_23937552.mp3,तो माझे ऐकणार नाही
common_voice_hi_23937553.mp3,मी हे शिकेल
common_voice_hi_23937554.mp3,जर मला तुझे रहस्य हवे असेल तर मी मागणी करेन
common_voice_hi_23937555.mp3,मी हे सक्ती करू शकत नाही
common_voice_hi_23937556.mp3,बरुसी बुल्ना दोघांनाही माहित आहे
common_voice_hi_23937557.mp3,सवदिया ही इडीची शेवटची आहे की नाही
common_voice_hi_23937558.mp3,मला माझे स्वतःचे नको आहे
common_voice_hi_23937559.mp3,रास्पती ले खझरीजचे चारा आणि याचिका दिली
common_voice_hi_23937560.mp3,तुजे इटनी काल्दी यांना येण्याची विनंती नाही
common_voice_hi_23937561.mp3,हे माझ्याशी काहीही करायचे नाही
common_voice_hi_23937562.mp3,आपण व्हाल
common_voice_hi_23937563.mp3,निती मोहनची सदी मसामिळ असू शकत नव्हती.
common_voice_hi_23937564.mp3,क्यूपरोशिवाय दावर बलात्कार हे खूप जीवन आहे
common_voice_hi_23937565.mp3,मी त्यावेळी या गेन्गी जगण्यासाठी गेलो आहे
common_voice_hi_23937566.mp3,त्या लोकांनी भरपूर पैसे ठेवले
common_voice_hi_23937567.mp3,नंतर भेटेल
common_voice_hi_23937568.mp3,दुकान आज खुले नाही
common_voice_hi_23937569.mp3,Adis जा p तुला हे खरानाशी काथी
common_voice_hi_23937570.mp3,ती कोंशी चिदिया आहे
common_voice_hi_23937571.mp3,बजरंगीने एक चांगला टोन विचारला
common_voice_hi_23937572.mp3,परंतु आपण मला हे उपक्रम कधीही सांगितले नाही.
common_voice_hi_23937573.mp3,चायवाडी युवा के महान कभी ते मिराला ये तिथी
common_voice_hi_23937574.mp3,गुजरातमधील गुजरातमधील पाटीदार
common_voice_hi_23937575.mp3,बिकास्मल ममलामवरील पूजा लोकांना दिले जाईल
common_voice_hi_23937576.mp3,आंशिक किंमत
common_voice_hi_23937577.mp3,गंगा वाचवण्यासाठी हुमा आंदोलन करेल
common_voice_hi_23937578.mp3,उदीद खिलजी रझा मुराद फिड चिपच्या तोंडावर पद्मबट्टी प्रथम का आली?
common_voice_hi_23937579.mp3,मी 198 5 मध्ये रासी मोन्पे डेन्टा वाटा आहे
common_voice_hi_23937580.mp3,Tam स्वार्थ
common_voice_hi_23964471.mp3,तिने ऐकताच ती ओरडली
common_voice_hi_23964472.mp3,"क्रॅन, प्रथमच थेट, मोठ्या सुपरस्टारला देखील त्रास देईल"
common_voice_hi_23964473.mp3,यो पी बोड तलाजचा आपले लाइव्ह पूर्ण करण्यासाठी
common_voice_hi_23964474.mp3,मुरया स्टॅव्हपासून जोहलची शैम्पोलिस शेपटी
common_voice_hi_23964475.mp3,"विश्वा सत्र चंप्यानिप विश्व नतान आनंदने खलर सम कोगर, तिसरा भाजी जिद बनविला."
common_voice_hi_23964481.mp3,इंचेऑन एक कार आहे
common_voice_hi_23964482.mp3,या महिन्यात इरो मोबिलची कार सादर केली जाऊ शकते
common_voice_hi_23964483.mp3,बीजेपी नीता वे म्हणाल्या की टिपिन पार्टी आता युनिट दाखवेल
common_voice_hi_23964484.mp3,मी तुंबरे तुमच्याबरोबर दाढी करायला गेलो
